timestamp,building_1,building_2,hour,Cluster
2016-01-15 08:00:00,210.741,256.476,8,2
2016-01-15 09:00:00,237.991,282.825,9,1
2016-01-15 10:00:00,246.777,288.351,10,1
2016-01-15 11:00:00,248.529,291.746,11,1
2016-01-15 12:00:00,250.599,295.254,12,1
2016-01-15 13:00:00,249.05,292.504,13,1
2016-01-15 14:00:00,242.995,283.905,14,1
2016-01-15 15:00:00,240.064,282.532,15,1
2016-01-15 16:00:00,239.397,277.577,16,1
2016-01-15 17:00:00,222.517,259.871,17,2
2016-01-15 18:00:00,215.198,244.535,18,2
2016-01-15 19:00:00,203.568,232.19,19,2
2016-01-15 20:00:00,198.757,228.565,20,0
2016-01-15 21:00:00,195.879,228.14,21,0
2016-01-15 22:00:00,190.76,224.944,22,0
2016-01-15 23:00:00,190.738,226.023,23,0
2016-01-16 00:00:00,183.007,223.798,0,0
2016-01-16 01:00:00,183.732,221.637,1,0
2016-01-16 02:00:00,180.115,220.366,2,0
2016-01-16 03:00:00,179.011,219.962,3,0
2016-01-16 04:00:00,177.273,220.354,4,0
2016-01-16 05:00:00,180.662,219.957,5,0
2016-01-16 06:00:00,179.887,218.816,6,0
2016-01-16 07:00:00,184.474,223.174,7,0
2016-01-16 08:00:00,184.117,226.80900000000003,8,0
2016-01-16 09:00:00,184.919,224.878,9,0
2016-01-16 10:00:00,191.91,226.221,10,0
2016-01-16 11:00:00,197.299,226.158,11,0
2016-01-16 12:00:00,199.686,226.832,12,0
2016-01-16 13:00:00,199.551,226.692,13,0
2016-01-16 14:00:00,195.971,226.168,14,0
2016-01-16 15:00:00,193.297,224.352,15,0
2016-01-16 16:00:00,189.993,224.985,16,0
2016-01-16 17:00:00,189.442,224.097,17,0
2016-01-16 18:00:00,191.405,226.479,18,0
2016-01-16 19:00:00,189.375,225.011,19,0
2016-01-16 20:00:00,187.72,223.753,20,0
2016-01-16 21:00:00,186.085,222.288,21,0
2016-01-16 22:00:00,187.043,224.792,22,0
2016-01-16 23:00:00,185.025,223.822,23,0
2016-01-17 00:00:00,181.685,221.966,0,0
2016-01-17 01:00:00,180.532,222.882,1,0
2016-01-17 02:00:00,178.024,223.55900000000003,2,0
2016-01-17 03:00:00,180.168,223.011,3,0
2016-01-17 04:00:00,177.697,222.91,4,0
2016-01-17 05:00:00,178.065,223.169,5,0
2016-01-17 06:00:00,177.016,223.902,6,0
2016-01-17 07:00:00,180.319,228.051,7,0
2016-01-17 08:00:00,185.55900000000003,228.522,8,0
2016-01-17 09:00:00,187.273,226.605,9,0
2016-01-17 10:00:00,187.296,227.889,10,0
2016-01-17 11:00:00,193.014,227.611,11,0
2016-01-17 12:00:00,195.231,226.872,12,0
2016-01-17 13:00:00,194.741,227.011,13,0
2016-01-17 14:00:00,196.166,226.743,14,0
2016-01-17 15:00:00,193.621,225.946,15,0
2016-01-17 16:00:00,196.575,226.243,16,0
2016-01-17 17:00:00,192.868,227.295,17,0
2016-01-17 18:00:00,194.724,230.504,18,0
2016-01-17 19:00:00,198.992,230.884,19,0
2016-01-17 20:00:00,194.074,226.904,20,0
2016-01-17 21:00:00,194.294,226.894,21,0
2016-01-17 22:00:00,192.768,224.605,22,0
2016-01-17 23:00:00,194.073,224.855,23,0
2016-01-18 00:00:00,188.627,223.736,0,0
2016-01-18 01:00:00,188.578,212.143,1,0
2016-01-18 02:00:00,186.353,210.911,2,0
2016-01-18 03:00:00,185.924,208.884,3,0
2016-01-18 04:00:00,184.336,208.432,4,0
2016-01-18 05:00:00,186.113,210.255,5,0
2016-01-18 06:00:00,185.83900000000003,214.852,6,0
2016-01-18 07:00:00,188.372,220.719,7,0
2016-01-18 08:00:00,190.276,227.165,8,0
2016-01-18 09:00:00,193.229,237.586,9,0
2016-01-18 10:00:00,192.062,239.551,10,0
2016-01-18 11:00:00,194.733,240.383,11,0
2016-01-18 12:00:00,198.729,240.804,12,2
2016-01-18 13:00:00,197.15,239.235,13,0
2016-01-18 14:00:00,193.797,230.024,14,0
2016-01-18 15:00:00,191.982,229.474,15,0
2016-01-18 16:00:00,193.874,229.87,16,0
2016-01-18 17:00:00,193.332,229.521,17,0
2016-01-18 18:00:00,194.695,225.012,18,0
2016-01-18 19:00:00,192.601,217.253,19,0
2016-01-18 20:00:00,194.675,217.197,20,0
2016-01-18 21:00:00,192.261,215.023,21,0
2016-01-18 22:00:00,192.029,213.458,22,0
2016-01-18 23:00:00,190.128,215.126,23,0
2016-01-19 00:00:00,191.611,213.111,0,0
2016-01-19 01:00:00,190.381,221.992,1,0
2016-01-19 02:00:00,190.061,221.937,2,0
2016-01-19 03:00:00,188.665,222.81,3,0
2016-01-19 04:00:00,188.728,222.46400000000003,4,0
2016-01-19 05:00:00,184.856,221.924,5,0
2016-01-19 06:00:00,186.617,229.31,6,0
2016-01-19 07:00:00,196.041,241.472,7,0
2016-01-19 08:00:00,219.366,259.952,8,2
2016-01-19 09:00:00,239.122,288.451,9,1
2016-01-19 10:00:00,247.009,294.508,10,1
2016-01-19 11:00:00,259.66200000000003,305.47,11,1
2016-01-19 12:00:00,259.999,305.418,12,1
2016-01-19 13:00:00,257.91,295.894,13,1
2016-01-19 14:00:00,254.03,288.755,14,1
2016-01-19 15:00:00,254.52,285.447,15,1
2016-01-19 16:00:00,255.565,275.151,16,1
2016-01-19 17:00:00,242.566,267.527,17,1
2016-01-19 18:00:00,228.134,254.129,18,2
2016-01-19 19:00:00,220.469,240.621,19,2
2016-01-19 20:00:00,213.316,230.143,20,2
2016-01-19 21:00:00,211.758,226.731,21,2
2016-01-19 22:00:00,205.49,227.812,22,2
2016-01-19 23:00:00,204.43400000000003,226.747,23,0
2016-01-20 00:00:00,197.656,226.551,0,0
2016-01-20 01:00:00,198.013,225.862,1,0
2016-01-20 02:00:00,195.917,221.205,2,0
2016-01-20 03:00:00,194.743,222.816,3,0
2016-01-20 04:00:00,190.274,221.29,4,0
2016-01-20 05:00:00,190.24400000000003,219.013,5,0
2016-01-20 06:00:00,190.222,227.787,6,0
2016-01-20 07:00:00,200.014,240.225,7,2
2016-01-20 08:00:00,220.171,261.855,8,2
2016-01-20 09:00:00,241.015,292.358,9,1
2016-01-20 10:00:00,251.685,303.235,10,1
2016-01-20 11:00:00,251.708,305.329,11,1
2016-01-20 12:00:00,251.436,300.918,12,1
2016-01-20 13:00:00,253.414,299.539,13,1
2016-01-20 14:00:00,249.997,293.801,14,1
2016-01-20 15:00:00,257.276,301.773,15,1
2016-01-20 16:00:00,243.366,279.28700000000003,16,1
2016-01-20 17:00:00,234.75,279.23400000000004,17,1
2016-01-20 18:00:00,228.038,265.983,18,2
2016-01-20 19:00:00,214.142,249.452,19,2
2016-01-20 20:00:00,207.295,240.055,20,2
2016-01-20 21:00:00,206.738,238.46,21,2
2016-01-20 22:00:00,200.624,237.402,22,2
2016-01-20 23:00:00,198.093,235.769,23,0
2016-01-21 00:00:00,193.177,236.117,0,0
2016-01-21 01:00:00,194.449,234.84,1,0
2016-01-21 02:00:00,189.16,231.113,2,0
2016-01-21 03:00:00,189.436,229.979,3,0
2016-01-21 04:00:00,189.23,231.076,4,0
2016-01-21 05:00:00,188.803,230.632,5,0
2016-01-21 06:00:00,191.509,230.779,6,0
2016-01-21 07:00:00,198.032,246.757,7,2
2016-01-21 08:00:00,217.285,272.836,8,2
2016-01-21 09:00:00,237.788,294.231,9,1
2016-01-21 10:00:00,250.468,307.0440000000001,10,1
2016-01-21 11:00:00,254.043,310.415,11,1
2016-01-21 12:00:00,253.506,313.131,12,1
2016-01-21 13:00:00,253.707,299.86,13,1
2016-01-21 14:00:00,249.329,299.801,14,1
2016-01-21 15:00:00,248.703,305.131,15,1
2016-01-21 16:00:00,246.761,294.13,16,1
2016-01-21 17:00:00,232.274,282.6620000000001,17,1
2016-01-21 18:00:00,222.389,261.953,18,2
2016-01-21 19:00:00,213.363,249.527,19,2
2016-01-21 20:00:00,207.626,244.286,20,2
2016-01-21 21:00:00,209.077,238.603,21,2
2016-01-21 22:00:00,204.09,236.094,22,2
2016-01-21 23:00:00,201.571,237.361,23,2
2016-01-22 00:00:00,201.693,234.792,0,2
2016-01-22 01:00:00,200.092,233.876,1,0
2016-01-22 02:00:00,196.315,232.048,2,0
2016-01-22 03:00:00,193.751,229.722,3,0
2016-01-22 04:00:00,192.018,229.395,4,0
2016-01-22 05:00:00,193.171,231.351,5,0
2016-01-22 06:00:00,193.778,230.115,6,0
2016-01-22 07:00:00,201.505,243.326,7,2
2016-01-22 08:00:00,223.427,263.332,8,2
2016-01-22 09:00:00,246.62,286.068,9,1
2016-01-22 10:00:00,247.463,293.182,10,1
2016-01-22 11:00:00,247.642,297.26,11,1
2016-01-22 12:00:00,251.912,306.45,12,1
2016-01-22 13:00:00,248.77,296.168,13,1
2016-01-22 14:00:00,257.731,306.677,14,1
2016-01-22 15:00:00,234.706,282.691,15,1
2016-01-22 16:00:00,242.399,286.708,16,1
2016-01-22 17:00:00,236.27,271.932,17,1
2016-01-22 18:00:00,228.882,256.42900000000003,18,2
2016-01-22 19:00:00,218.104,246.116,19,2
2016-01-22 20:00:00,215.092,243.547,20,2
2016-01-22 21:00:00,212.314,237.124,21,2
2016-01-22 22:00:00,209.429,237.633,22,2
2016-01-22 23:00:00,203.851,236.325,23,2
2016-01-23 00:00:00,196.467,233.84,0,0
2016-01-23 01:00:00,194.513,231.432,1,0
2016-01-23 02:00:00,191.236,229.085,2,0
2016-01-23 03:00:00,191.401,229.602,3,0
2016-01-23 04:00:00,191.259,228.686,4,0
2016-01-23 05:00:00,190.936,229.758,5,0
2016-01-23 06:00:00,191.751,232.55900000000003,6,0
2016-01-23 07:00:00,193.276,235.13,7,0
2016-01-23 08:00:00,196.223,236.447,8,0
2016-01-23 09:00:00,197.753,239.625,9,2
2016-01-23 10:00:00,197.67,237.943,10,0
2016-01-23 11:00:00,200.078,240.634,11,2
2016-01-23 12:00:00,200.726,240.385,12,2
2016-01-23 13:00:00,207.288,239.591,13,2
2016-01-23 14:00:00,207.355,241.11,14,2
2016-01-23 15:00:00,207.692,236.89,15,2
2016-01-23 16:00:00,204.062,236.598,16,2
2016-01-23 17:00:00,203.341,235.11,17,2
2016-01-23 18:00:00,204.294,231.508,18,2
2016-01-23 19:00:00,196.223,229.694,19,0
2016-01-23 20:00:00,197.073,229.759,20,0
2016-01-23 21:00:00,194.704,228.935,21,0
2016-01-23 22:00:00,194.647,228.243,22,0
2016-01-23 23:00:00,192.25,227.584,23,0
2016-01-24 00:00:00,191.918,226.939,0,0
